video_timestamp,shoulders_angle,head_right_shoulder_angle,cervical_spine_angle,head_pitch_yaw_angle,eye_ear_dist
0:00:00,58.63878498591575,63.883980994413434,88.79517250085928,71.459010840986,0.34740216185303124
0:00:00.033333,58.81652761634046,63.05622691146675,89.28756610193594,68.67970840361751,0.34505770847664846
0:00:00.066667,59.105253086832256,62.01759335087089,89.78321515268229,67.84695607763233,0.3429197491894406
0:00:00.100000,59.286874084865765,61.51235811736827,90.03103030898048,67.69785639339702,0.3418107675103488
0:00:00.133333,59.362180331390036,61.401737391129295,90.27882672925375,67.77008232580025,0.34101435369478056
0:00:00.166667,59.435367392178286,61.26132093061504,90.03103030898048,67.88811132311099,0.3396984063611475
0:00:00.200000,59.48818001540619,61.14439710614602,90.27882672925375,67.9901172799938,0.3392482382028228
0:00:00.233333,59.50009881344475,61.09792259676319,90.27882672925375,67.8033999996656,0.3391620809044304
0:00:00.266667,59.44698894804632,60.89295189487857,90.27882672925375,67.70714741866088,0.33921341778581854
0:00:00.300000,59.418632694286124,60.65996865953381,90.52230498194216,67.61132030709216,0.3393199913818171
0:00:00.333333,59.43234937762753,60.632607520886204,90.52230498194216,67.60452497467348,0.3392467969884215
0:00:00.366667,59.54374856345779,60.51582816341951,90.76896423919591,67.55192947912123,0.33841237498296034
0:00:00.400000,59.63515865722971,60.29930421582556,90.76896423919591,67.66247215201093,0.3366261631224787
0:00:00.433333,59.61014225304887,60.008106735990985,90.76896423919591,67.63295132838618,0.3359106689091654
0:00:00.466667,59.83473175393111,59.741750827878,91.01557729836782,67.69110962336293,0.33473617889053936
0:00:00.500000,59.982091400063965,59.09208980333041,91.5172003631058,67.78873782768115,0.3334125326910871
0:00:00.533333,60.46387329275807,58.843159663252365,91.53457046770295,67.8872012502669,0.33102516578636915
0:00:00.566667,60.244080144339165,58.918064623539735,91.29254304862363,68.08411545261673,0.3295351546916272
0:00:00.600000,59.971325692867445,58.21545677961569,91.5885562447729,68.41797428785266,0.32782246020404615
0:00:00.633333,60.080206875743,57.62331346926957,92.13632368507322,68.22027898415213,0.3266762105217597
0:00:00.666667,59.83008437497716,57.49474865102571,92.4223204872755,67.86601249132997,0.32642153997386136
0:00:00.700000,59.51553427651933,57.655894428065665,92.18464411431627,67.56976261102284,0.3256759344244137
0:00:00.733333,59.02328107134254,58.203493733324095,92.19700585777895,66.19680740651992,0.32590111800195376
0:00:00.766667,58.151322307070046,58.630097306856804,92.209483419858,66.71026912922072,0.3266958712690727
0:00:00.800000,57.28109771731734,59.106098748183506,92.22207843467864,67.58241919869653,0.32727973755161216
0:00:00.833333,56.42842453904311,59.9272173639365,92.26058500421267,68.43932918847217,0.32768124882682614
0:00:00.866667,56.16181807912074,59.87602557808179,92.00019932179872,68.85841231462626,0.32793460968626775
0:00:00.900000,55.85555073556192,60.13389303372724,92.02409924818583,68.7359275355083,0.3285783701831881
0:00:00.933333,55.56015692336082,60.02016926797353,92.03622375463246,69.02390079177825,0.3299134519246389
0:00:00.966667,55.33955902615195,60.26754028987378,92.04846689899921,68.46911667906201,0.33228154086223144
0:00:01,55.00123919521391,60.8585505473486,92.0859258202222,68.30382557507082,0.3355473516011655
0:00:01.033333,54.921888068234644,61.26104342345023,91.81417579333664,68.83819575828936,0.337771551634961
